gene_id,gene_name,description,ath_gene_id,ath_alias,gene_name_figs
Zm00001d015986,Zm00001d015986,Isochorismatase family protein rutB,AT3G16190,,Zm00001d015986
Zm00001d015987,Zm00001d015987,Pentatricopeptide repeat-containing protein,AT5G08510,,Zm00001d015987
Zm00001d015988,Zm00001d015988,Cytochrome c-type biogenesis CcmH-like mitochondrial protein,AT1G15220,CCMH,Zm00001d015988 (CCMH)
Zm00001d015989,Zm00001d015989,BSD domain-containing protein,AT4G13110,,Zm00001d015989
Zm00001d015990,CPP-transcription factor 9,Protein tesmin/TSO1-like CXC 5,AT4G29000,,CPP-transcription factor 9
Zm00001d015998,Zm00001d015998,General transcription factor 2-related zinc finger protein,AT3G29794,,Zm00001d015998
Zm00001d015999,Zm00001d015999,drug transmembrane transporters;antiporters,AT2G32230,PRORP1,Zm00001d015999 (PRORP1)
Zm00001d016000,MYB-related-transcription factor 74,Myb-related protein 3R-1,AT5G11510,MYB3R-4,MYB-related-transcription factor 74 (MYB3R-4)
Zm00001d016001,Zm00001d016001,Rop guanine nucleotide exchange factor 9,AT3G24620,ROPGEF8,Zm00001d016001 (ROPGEF8)
Zm00001d016002,Zm00001d016002,Gamma-secretase subunit APH1-like,AT2G31440,,Zm00001d016002
Zm00001d016006,aminodeoxychorismate lyase3,D-amino-acid transaminase chloroplastic,AT5G57850,ADCL,aminodeoxychorismate lyase3 (ADCL)
Zm00001d016008,Zm00001d016008,VHS and GAT domain protein,AT4G32760,,Zm00001d016008
Zm00001d016009,Zm00001d016009,L-type lectin-domain containing receptor kinase V.9,AT2G37710,RLK,Zm00001d016009 (RLK)
Zm00001d016011,Zm00001d016011,60S ribosomal protein L11-1,AT5G45775,,Zm00001d016011
Zm00001d016011,Zm00001d016011,60S ribosomal protein L11-1,AT4G18730,RPL16B,Zm00001d016011 (RPL16B)
Zm00001d016011,Zm00001d016011,60S ribosomal protein L11-1,AT3G58700,,Zm00001d016011
Zm00001d016012,Zm00001d016012,Imidazole glycerol phosphate synthase hisHF chloroplastic,AT4G26900,HISN4,Zm00001d016012 (HISN4)
Zm00001d016013,Zm00001d016013,UDP-glycosyltransferase 88A1,AT3G16520,UGT88A1,Zm00001d016013 (UGT88A1)
Zm00001d016014,chalcone synthase6,Type III polyketide synthase B,AT5G13930,TT4,chalcone synthase6 (TT4)
Zm00001d016016,Zm00001d016016,Dynein light chain LC6%2C flagellar outer arm,AT1G52245,,Zm00001d016016
Zm00001d016017,Zm00001d016017,Protein disulfide isomerase-like 1-2,AT1G21750,PDIL1-1,Zm00001d016017 (PDIL1-1)
Zm00001d016021,Zm00001d016021,Protein LIKE COV 1,AT2G20120,COV1,Zm00001d016021 (COV1)
Zm00001d016022,Zm00001d016022,Expansin-A22,AT1G20190,EXPA11,Zm00001d016022 (EXPA11)
Zm00001d016024,Zm00001d016024,Expansin-A11,AT1G20190,EXPA11,Zm00001d016024 (EXPA11)
Zm00001d016025,Zm00001d016025,Expansin-A11,AT1G20190,EXPA11,Zm00001d016025 (EXPA11)
Zm00001d016027,Zm00001d016027,Expansin-A11,AT1G20190,EXPA11,Zm00001d016027 (EXPA11)
Zm00001d016031,Zm00001d016031,GDSL esterase/lipase,AT5G45910,,Zm00001d016031
Zm00001d016034,cell division cycle202,cell division cycle202,AT4G33270,CDC20.1,cell division cycle202 (CDC20.1)
Zm00001d016035,Zm00001d016035,Expansin-A13,AT1G20190,EXPA11,Zm00001d016035 (EXPA11)
Zm00001d016036,Zm00001d016036,Chloroplast processing peptidase,AT3G24590,PLSP1,Zm00001d016036 (PLSP1)
Zm00001d016037,Zm00001d016037,Adenine nucleotide alpha hydrolases-like superfamily protein,AT3G24560,RSY3,Zm00001d016037 (RSY3)
Zm00001d016041,Zm00001d016041,Reticulon-like protein B4,AT4G11220,RTNLB2,Zm00001d016041 (RTNLB2)
Zm00001d016045,Zm00001d016045,Isoamylase 1 chloroplastic,AT2G39930,ISA1,Zm00001d016045 (ISA1)
Zm00001d016049,Zm00001d016049,Vacuolar protein sorting-associated protein 29,AT3G47810,VPS29,Zm00001d016049 (VPS29)
Zm00001d016052,WRKY-transcription factor 2,WRKY transcription factor 22,AT5G52830,WRKY27,WRKY-transcription factor 2 (WRKY27)
Zm00001d016054,Zm00001d016054,Expansin-A13,AT1G20190,EXPA11,Zm00001d016054 (EXPA11)
Zm00001d016055,Zm00001d016055,Meiotic recombination protein DMC1 homolog,AT3G22880,DMC1,Zm00001d016055 (DMC1)
Zm00001d016056,Zm00001d016056,Expansin-A13,AT1G20190,EXPA11,Zm00001d016056 (EXPA11)
Zm00001d016060,Zm00001d016060,B-cell receptor-associated protein 31-like containing protein,AT1G11905,,Zm00001d016060
Zm00001d016061,Zm00001d016061,Plastid division protein PDV1,AT5G53280,PDV1,Zm00001d016061 (PDV1)
Zm00001d016062,Zm00001d016062,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family,,,Zm00001d016062
Zm00001d016063,Zm00001d016063,BTB/POZ domain-containing protein POB1,AT3G61600,POB1,Zm00001d016063 (POB1)
Zm00001d016066,Zm00001d016066,F-box/kelch-repeat protein,AT3G61590,HWS,Zm00001d016066 (HWS)
Zm00001d016068,Zm00001d016068,Peptide chain release factor PrfB1 chloroplastic,AT5G36170,HCF109,Zm00001d016068 (HCF109)
Zm00001d016069,Zm00001d016069,Zinc finger protein 1,AT1G66140,ZFP4,Zm00001d016069 (ZFP4)
Zm00001d016070,phosphate regulatory homolog1,phosphate regulatory homolog1,AT2G46240,BAG6,phosphate regulatory homolog1 (BAG6)
Zm00001d016072,Zm00001d016072,50S ribosomal protein L21 chloroplastic,AT1G35680,RPL21C,Zm00001d016072 (RPL21C)
Zm00001d016073,Zm00001d016073,Nuclear poly(A) polymerase 1,AT1G17980,PAPS1,Zm00001d016073 (PAPS1)
Zm00001d016077,Zm00001d016077,Sec20 family protein,AT3G24315,SEC20,Zm00001d016077 (SEC20)
Zm00001d016081,Zm00001d016081,Extra-large G-protein-like;  protein,AT2G46380,,Zm00001d016081
Zm00001d016082,HMG-transcription factor 9,High mobility group B protein 6,AT4G23800,3xHMG-box2,HMG-transcription factor 9 (3xHMG-box2)
Zm00001d016084,Zm00001d016084,Pre-mRNA-splicing factor 3,AT1G28060,,Zm00001d016084
Zm00001d016091,Zm00001d016091,UDP-glycosyltransferase 73D1,AT2G36790,UGT73C6,Zm00001d016091 (UGT73C6)
Zm00001d016095,bHLH-transcription factor 139,Transcription factor SPEECHLESS,AT5G53210,SPCH,bHLH-transcription factor 139 (SPCH)
Zm00001d016096,Zm00001d016096,ATP/GTP binding protein-like,AT5G10010,HIT4,Zm00001d016096 (HIT4)
Zm00001d016099,Zm00001d016099,Replication protein-like,,,Zm00001d016099
Zm00001d016100,Zm00001d016100,Rhodanese-like domain-containing protein 4 chloroplastic,AT4G01050,TROL,Zm00001d016100 (TROL)
Zm00001d016103,Zm00001d016103,Core-2/I-branching beta-16-N-acetylglucosaminyltransferase family protein,AT1G68390,,Zm00001d016103
Zm00001d016104,Zm00001d016104,E3 ubiquitin-protein ligase ATL41,AT4G40070,,Zm00001d016104
Zm00001d016105,pyrabactin resistance-like protein10,Abscisic acid receptor PYL9,AT5G53160,RCAR3,pyrabactin resistance-like protein10 (RCAR3)
Zm00001d016106,Zm00001d016106,Probable protein phosphatase 2C 76,AT5G53140,,Zm00001d016106
Zm00001d016115,Zm00001d016115,Helicase,,,Zm00001d016115
Zm00001d016118,Zm00001d016118,ATP synthase subunit 1,AT2G07698,,Zm00001d016118
Zm00001d016118,Zm00001d016118,ATP synthase subunit 1,ATMG01190,ATP1,Zm00001d016118 (ATP1)
Zm00001d016119,NAC-transcription factor 19,Protein SOMBRERO,AT1G79580,URP7,NAC-transcription factor 19 (URP7)
Zm00001d016122,Zm00001d016122,CONTAINS InterPro DOMAIN/s: Kinetochore protein Ndc80 (InterPro:IPR005550); Has 24780 Blast hits to 15608 proteins in 1321 species: Archae - 545; Bacteria - 2969; Metazoa - 12597; Fungi - 2181; Plants - 1581; Viruses - 39; Other Eukaryotes - 4868 (s /.../ NCBI BLink).,AT1G07630,PLL5,Zm00001d016122 (PLL5)
Zm00001d016130,Zm00001d016130,GDSL esterase/lipase,AT5G45910,,Zm00001d016130
Zm00001d016131,Zm00001d016131,Transcription factor GTE4,AT1G06230,GTE4,Zm00001d016131 (GTE4)
Zm00001d016132,Zm00001d016132,AT-hook motif nuclear-localized protein 26,AT2G45430,AHL22,Zm00001d016132 (AHL22)
Zm00001d016134,iron-sulfur protein1,iron-sulfur protein1,AT4G03280,PGR1,iron-sulfur protein1 (PGR1)
Zm00001d016136,Zm00001d016136,E3 ubiquitin-protein ligase ATL41,AT5G05810,ATL43,Zm00001d016136 (ATL43)
Zm00001d016137,Zm00001d016137,RING-H2 finger protein ATL5H,AT4G40070,,Zm00001d016137
Zm00001d016139,Zm00001d016139,E3 ubiquitin-protein ligase ATL41,AT4G15975,,Zm00001d016139
Zm00001d016140,Zm00001d016140,E3 ubiquitin-protein ligase ATL41,AT4G28890,,Zm00001d016140
Zm00001d016142,Zm00001d016142,RING-H2 finger protein ATL5H,AT4G40070,,Zm00001d016142
Zm00001d016143,Zm00001d016143,E3 ubiquitin-protein ligase ATL41,AT4G35480,RHA3B,Zm00001d016143 (RHA3B)
Zm00001d016144,chalcone flavanone isomerase5,Chalcone isomerase 3,AT1G53520,FAP3,chalcone flavanone isomerase5 (FAP3)
Zm00001d016145,Zm00001d016145,E3 ubiquitin-protein ligase ATL41,,,Zm00001d016145
Zm00001d016149,Zm00001d016149,Heavy metal transport/detoxification superfamily protein,AT3G06130,,Zm00001d016149
Zm00001d016151,Zm00001d016151,cytochrome P450 family 93 subfamily D polypeptide 1,AT5G06900,CYP93D1,Zm00001d016151 (CYP93D1)
Zm00001d016152,Zm00001d016152,sodium/calcium exchanger family protein / calcium-binding EF hand family protein,AT1G53210,NCL,Zm00001d016152 (NCL)
Zm00001d016154,bZIP-transcription factor 89,Basic leucine zipper 34,AT2G42380,BZIP34,bZIP-transcription factor 89 (BZIP34)
Zm00001d016155,callose synthase8,Putative callose synthase 8,AT3G14570,GSL04,callose synthase8 (GSL04)
Zm00001d016156,Zm00001d016156,Putative callose synthase 8,AT3G14570,GSL04,Zm00001d016156 (GSL04)
Zm00001d016158,Zm00001d016158,prefoldin 6,AT1G29990,PFD6,Zm00001d016158 (PFD6)
Zm00001d016159,Zm00001d016159,prefoldin 6,AT1G29990,PFD6,Zm00001d016159 (PFD6)
Zm00001d016160,potassium channel7,Potassium channel KAT1,AT5G46240,KAT1,potassium channel7 (KAT1)
Zm00001d016161,Zm00001d016161,CRIB domain-containing protein RIC10,AT4G04900,RIC10,Zm00001d016161 (RIC10)
Zm00001d016162,Zm00001d016162,RING/U-box superfamily protein,AT5G15790,,Zm00001d016162
Zm00001d016164,Zm00001d016164,GW2,AT1G78420,,Zm00001d016164
Zm00001d016165,Zm00001d016165,Ubiquitin carboxyl-terminal hydrolase 15,AT1G17110,UBP15,Zm00001d016165 (UBP15)
Zm00001d016166,phosphoenolpyruvate carboxylase2,phosphoenolpyruvate carboxylase2,AT3G14940,PPC3,phosphoenolpyruvate carboxylase2 (PPC3)
Zm00001d016170,Zm00001d016170,Peroxisome biogenesis protein 7,AT1G29260,PEX7,Zm00001d016170 (PEX7)
Zm00001d016172,Zm00001d016172,DNA helicase,AT4G35740,RecQl3,Zm00001d016172 (RecQl3)
Zm00001d016173,Zm00001d016173,Protein VAC14 homolog,AT2G01690,,Zm00001d016173
Zm00001d016174,Zm00001d016174,Aspartic proteinase A1,AT1G62290,,Zm00001d016174
Zm00001d016175,G2-like-transcription factor 39,Homeodomain-like superfamily protein,AT2G38300,,G2-like-transcription factor 39
Zm00001d016176,Zm00001d016176,Protein kinase superfamily protein,AT5G18610,,Zm00001d016176
Zm00001d016177,Zm00001d016177,Peroxidase 52,AT5G05340,PRX52,Zm00001d016177 (PRX52)
Zm00001d016179,Zm00001d016179,Peroxidase superfamily protein,AT5G05340,PRX52,Zm00001d016179 (PRX52)
Zm00001d016182,Zm00001d016182,Peroxidase 52,AT5G05340,PRX52,Zm00001d016182 (PRX52)
Zm00001d016183,Zm00001d016183,Coatomer subunit epsilon-2,AT1G30630,,Zm00001d016183
Zm00001d016185,Zm00001d016185,Peroxidase 52,AT5G05340,PRX52,Zm00001d016185 (PRX52)
Zm00001d016188,Zm00001d016188,Shaggy-related protein kinase eta,AT2G30980,SKdZeta,Zm00001d016188 (SKdZeta)
Zm00001d016189,Zm00001d016189,Dirigent,,,Zm00001d016189
Zm00001d016193,Zm00001d016193,Coatomer subunit beta'-3,AT1G52360,,Zm00001d016193
Zm00001d016194,Zm00001d016194,Cysteine-rich receptor-like protein kinase 36,AT4G04540,CRK39,Zm00001d016194 (CRK39)
Zm00001d016195,Zm00001d016195,RNA binding (RRM/RBD/RNP motifs) family protein,AT5G16260,ELF9,Zm00001d016195 (ELF9)
Zm00001d016196,Zm00001d016196,Helicase protein with RING/U-box domain,AT1G05120,,Zm00001d016196
Zm00001d016197,Zm00001d016197,Probable LRR receptor-like serine/threonine-protein kinase,AT5G45780,,Zm00001d016197
Zm00001d016198,glutamate-oxaloacetic transaminase3,glutamate-oxaloacetic transaminase3,AT2G30970,ASP1,glutamate-oxaloacetic transaminase3 (ASP1)
Zm00001d016199,Zm00001d016199,FAD-binding Berberine family protein,AT1G30760,,Zm00001d016199
Zm00001d016202,Zm00001d016202,E3 ubiquitin-protein ligase COP1,AT2G32950,FUS1,Zm00001d016202 (FUS1)
Zm00001d016203,Zm00001d016203,Actin-related protein 2/3 complex subunit 3,AT1G60430,ARPC3,Zm00001d016203 (ARPC3)
Zm00001d016207,Zm00001d016207,Actin-related protein 2/3 complex subunit 3,AT1G60430,ARPC3,Zm00001d016207 (ARPC3)
Zm00001d016219,Zm00001d016219,receptor like protein 7,AT1G45616,RLP6,Zm00001d016219 (RLP6)
Zm00001d016220,Zm00001d016220,LRR receptor-like serine/threonine-protein kinase RCH1,AT1G45616,RLP6,Zm00001d016220 (RLP6)
Zm00001d016221,Zm00001d016221,receptor like protein 25,,,Zm00001d016221
Zm00001d016223,Zm00001d016223,G-type lectin S-receptor-like serine/threonine-protein kinase SD2-5,AT4G32300,SD2-5,Zm00001d016223 (SD2-5)
Zm00001d016225,Zm00001d016225,U-box domain-containing protein 17,AT1G29340,PUB17,Zm00001d016225 (PUB17)
Zm00001d016227,Zm00001d016227,F-box protein PP2-A13,AT5G52120,PP2-A14,Zm00001d016227 (PP2-A14)
Zm00001d016228,Zm00001d016228,NHL domain-containing protein,AT3G14860,,Zm00001d016228
Zm00001d016230,Zm00001d016230,ADP%2CATP carrier protein,AT5G17400,ER-ANT1,Zm00001d016230 (ER-ANT1)
Zm00001d016231,BZR-transcription factor 8,Protein BRASSINAZOLE-RESISTANT 1,AT1G78700,BEH4,BZR-transcription factor 8 (BEH4)
Zm00001d016234,Zm00001d016234,RING/FYVE/PHD-type zinc finger family protein,AT1G29800,,Zm00001d016234
Zm00001d016237,NOD26-like membrane intrinsic protein1,NOD26-like membrane intrinsic protein1,AT4G18910,NLM2,NOD26-like membrane intrinsic protein1 (NLM2)
Zm00001d016239,Zm00001d016239,Whole genome shotgun sequence of line PN40024 scaffold_102.assembly12x (Fragment),AT3G59490,,Zm00001d016239
Zm00001d016242,Zm00001d016242,Probable leucine-rich repeat receptor-like serine/threonine-protein kinase,AT1G53440,,Zm00001d016242
Zm00001d016248,citrate synthase4,Citrate synthase 3 peroxisomal,AT2G42790,CSY3,citrate synthase4 (CSY3)
Zm00001d016252,Zm00001d016252,Polyadenylate-binding protein RBP45C,AT1G11650,RBP45B,Zm00001d016252 (RBP45B)
Zm00001d016253,phosphatidylethanolamine-binding protein13,ZCN13,AT1G65480,RSB8,phosphatidylethanolamine-binding protein13 (RSB8)
Zm00001d016254,Zm00001d016254,E3 ubiquitin-protein ligase CCNB1IP1 homolog,AT1G53490,HEI10,Zm00001d016254 (HEI10)
Zm00001d016255,HSF-transcription factor 18,Heat stress transcription factor C-1,AT3G24520,HSFC1,HSF-transcription factor 18 (HSFC1)
Zm00001d016256,Zm00001d016256,Meiosis 5,AT2G42840,PDF1,Zm00001d016256 (PDF1)
Zm00001d016257,bHLH-transcription factor 119,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,AT4G20970,,bHLH-transcription factor 119
Zm00001d016258,Zm00001d016258,Two-component response regulator-like APRR9,AT5G24470,PRR5,Zm00001d016258 (PRR5)
Zm00001d016259,calmodulin binding protein4,Calmodulin-binding protein MPCBP,AT2G43040,NPG1,calmodulin binding protein4 (NPG1)
Zm00001d016260,AP2-EREBP-transcription factor 144,Ethylene-responsive transcription factor ERF036,AT5G11590,TINY2,AP2-EREBP-transcription factor 144 (TINY2)
Zm00001d016262,AP2-EREBP-transcription factor 191,Ethylene-responsive transcription factor ERF036,AT5G11590,TINY2,AP2-EREBP-transcription factor 191 (TINY2)
Zm00001d016265,Zm00001d016265,Alba DNA/RNA-binding protein,AT1G20220,,Zm00001d016265
Zm00001d016269,Zm00001d016269,Putative uncharacterized protein,AT5G25840,,Zm00001d016269
Zm00001d016273,Zm00001d016273,P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain,AT1G63640,,Zm00001d016273
Zm00001d016274,tonoplast sugar transporter2,Monosaccharide-sensing protein 2,AT4G35300,TMT2,tonoplast sugar transporter2 (TMT2)
Zm00001d016276,ribosomal protein S24,ribosomal protein S24,AT5G28060,,ribosomal protein S24
Zm00001d016277,Aux/IAA-transcription factor 23,Auxin-responsive protein IAA26,AT3G16500,PAP1,Aux/IAA-transcription factor 23 (PAP1)
Zm00001d016280,Zm00001d016280,Nucleotide/sugar transporter family protein,AT1G06890,,Zm00001d016280
Zm00001d016280,Zm00001d016280,Nucleotide/sugar transporter family protein,AT2G30460,,Zm00001d016280
Zm00001d016281,Zm00001d016281,E3 ubiquitin-protein ligase ATL41,AT3G05200,ATL6,Zm00001d016281 (ATL6)
Zm00001d016284,Zm00001d016284,Leucine-rich repeat extensin-like protein 6,AT3G19320,,Zm00001d016284
Zm00001d016285,Zm00001d016285,Protein kinase family protein with leucine-rich repeat domain,AT5G25930,,Zm00001d016285
Zm00001d016286,Zm00001d016286,haloacid dehalogenase-like hydrolase family protein,AT2G25870,,Zm00001d016286
Zm00001d016287,Zm00001d016287,oxidative stress 3,AT5G56550,OXS3,Zm00001d016287 (OXS3)
Zm00001d016294,pyrabactin resistance-like protein3,Abscisic acid receptor PYL2,AT2G26040,RCAR14,pyrabactin resistance-like protein3 (RCAR14)
Zm00001d016297,Zm00001d016297,Glyceraldehyde-3-phosphate dehydrogenase GAPC1 cytosolic,AT4G36290,MORC1,Zm00001d016297 (MORC1)
Zm00001d016298,Homeobox-transcription factor 2,Homeobox protein ATH1,AT4G32980,ATH1,Homeobox-transcription factor 2 (ATH1)
Zm00001d016299,mitochondrial carrier family protein1,mitochondrial carrier family protein1,AT4G26180,CoAc2,mitochondrial carrier family protein1 (CoAc2)
Zm00001d016301,Zm00001d016301,Inorganic pyrophosphatase 1,AT1G17710,PEPC1,Zm00001d016301 (PEPC1)
Zm00001d016303,Zm00001d016303,Adenylate kinase 4,AT5G63400,ADK1,Zm00001d016303 (ADK1)
Zm00001d016305,Zm00001d016305,Peroxisomal membrane protein PMP22,AT4G14305,,Zm00001d016305
Zm00001d016306,Zm00001d016306,Probable F-box protein,AT4G22030,,Zm00001d016306
Zm00001d016307,Zm00001d016307,Probable F-box protein,AT4G04480,,Zm00001d016307
Zm00001d016311,Zm00001d016311,Metallopeptidase M24 family protein,AT4G29490,,Zm00001d016311
Zm00001d016312,Zm00001d016312,Transcription factor TGA4,AT5G10030,TGA4,Zm00001d016312 (TGA4)
Zm00001d016315,Zm00001d016315,DUF1336 domain containing protein expressed,AT1G13970,,Zm00001d016315
Zm00001d016316,ZIM-transcription factor 37,Protein TIFY 10B,,,ZIM-transcription factor 37
Zm00001d016318,Zm00001d016318,Guanosine nucleotide diphosphate dissociation inhibitor 2,AT2G44100,GDI1,Zm00001d016318 (GDI1)
Zm00001d016326,Zm00001d016326,KH domain-containing protein,AT2G25970,,Zm00001d016326
Zm00001d016330,Zm00001d016330,Transcription initiation factor TFIID subunit 5,,,Zm00001d016330
Zm00001d016331,Zm00001d016331,Inactive LRR receptor-like serine/threonine-protein kinase BIR2,AT1G27190,,Zm00001d016331
Zm00001d016332,Zm00001d016332,Probable protein phosphatase 2C 72,AT5G36250,PP2C74,Zm00001d016332 (PP2C74)
Zm00001d016333,Zm00001d016333,40S ribosomal protein S4-3,AT5G07090,,Zm00001d016333
Zm00001d016333,Zm00001d016333,40S ribosomal protein S4-3,AT5G58420,,Zm00001d016333
Zm00001d016340,Zm00001d016340,Protein argonaute 1,AT1G48410,ICU9,Zm00001d016340 (ICU9)
Zm00001d016347,Zm00001d016347,Calcium-binding EF hand family protein,AT5G08580,,Zm00001d016347
Zm00001d016348,Zm00001d016348,hAT transposon superfamily protein,AT5G33406,,Zm00001d016348
Zm00001d016349,Zm00001d016349,RNA-binding (RRM/RBD/RNP motifs) family protein,AT1G17640,,Zm00001d016349
Zm00001d016350,Zm00001d016350,Eukaryotic initiation factor 4A-2,AT1G72730,,Zm00001d016350
Zm00001d016351,Zm00001d016351,Eukaryotic initiation factor 4A-2,AT1G54270,EIF4A-2,Zm00001d016351 (EIF4A-2)
Zm00001d016354,bHLH-transcription factor 72,Putative transcription factor bHLH041,AT5G56960,,bHLH-transcription factor 72
Zm00001d016358,Zm00001d016358,Probable elongation factor 1-gamma 2,AT1G57720,,Zm00001d016358
Zm00001d016359,Zm00001d016359,General transcription factor 2-related zinc finger protein,AT4G10200,,Zm00001d016359
Zm00001d016361,C2C2-GATA-transcription factor 15,Putative GATA transcription factor 22,AT4G26150,GNL,C2C2-GATA-transcription factor 15 (GNL)
Zm00001d016363,Zm00001d016363,CASP-like protein 12,AT5G54980,,Zm00001d016363
Zm00001d016364,Zm00001d016364,Tetraspanin-2,AT2G19580,TET2,Zm00001d016364 (TET2)
Zm00001d016365,dihydrolipoamide S-acetyltransferase1,dihydrolipoamide S-acetyltransferase1,AT1G54220,,dihydrolipoamide S-acetyltransferase1
Zm00001d016370,Zm00001d016370,Protein phosphatase 2C 29,AT2G35350,PLL1,Zm00001d016370 (PLL1)
Zm00001d016373,Zm00001d016373,Aminopeptidase M1,AT4G33090,ATAPM1,Zm00001d016373 (ATAPM1)
Zm00001d016374,Zm00001d016374,NOL1R,AT5G26180,,Zm00001d016374
Zm00001d016377,Zm00001d016377,calcium ion binding,AT2G41150,,Zm00001d016377
Zm00001d016378,Zm00001d016378,Serine/threonine-protein phosphatase,AT1G10430,PP2A-2,Zm00001d016378 (PP2A-2)
Zm00001d016381,Zm00001d016381,Histone deacetylase,AT4G38130,RPD3A,Zm00001d016381 (RPD3A)
Zm00001d016382,Zm00001d016382,P-loop containing nucleoside triphosphate hydrolases superfamily protein,AT5G62760,,Zm00001d016382
Zm00001d016388,Zm00001d016388,Endoplasmic reticulum vesicle transporter protein,AT1G36050,,Zm00001d016388
Zm00001d016394,Zm00001d016394,OSJNBa0087H01.6 protein;  protein,,,Zm00001d016394
Zm00001d016395,Zm00001d016395,ABC transporter A family member 7,AT5G61740,ATH14,Zm00001d016395 (ATH14)
Zm00001d016396,Zm00001d016396,ABC transporter A family member 7,AT5G61740,ATH14,Zm00001d016396 (ATH14)
Zm00001d016397,Zm00001d016397,UDP-Glycosyltransferase superfamily protein,AT5G24750,,Zm00001d016397
Zm00001d016399,Zm00001d016399,Sucrose-phosphate synthase 1,AT5G20280,SPSA1,Zm00001d016399 (SPSA1)
